643;980;2.68152
980;949;2.7447
643;156;11.068
566;840;410.59
643;978;81.92
764;348;0.1073
980;840;26.2767
980;156;4.1081
980;51;0.054995
980;643;0.37193
102;840;2607.2627912313
974;980;0.092263
974;840;2.4226
974;978;2.8233
974;156;0.37873
974;643;0.034363
974;398;0.0056623
974;826;3.3412
978;840;0.8587376556
566;156;64.1833
999;840;0.0171827743
978;764;0.0258264463
643;949;7.34384
997;967;321.4700180988
997;840;0.0050620807
978;156;0.1342498121
156;949;0.6701
156;764;0.1925
156;643;0.091
156;978;7.4643
398;392;3.76
398;752;50.03
398;203;19.39
398;826;588.64
398;980;16.27
398;860;0.0401
398;51;0.9
967;840;1.65521E-5
967;978;1.91084E-5
967;156;2.5629E-6
967;826;2.26267E-5
967;643;2.332E-7
998;840;0.0165520794
998;978;0.0191084166
998;156;0.0025628779
998;826;0.0226266919
998;643;0.0002331968
996;840;3.6294939941
860;840;10683
996;967;229357.79816514
826;156;0.1133658315
998;348;4.50683E-5
967;949;1.7164E-6
967;348;4.51E-8
398;949;44.49
643;840;70.955
998;949;0.0017164231
102;967;157232704.40252
987;967;102.3698623125
980;978;30.5953
992;840;0.0051907779
992;967;315.2108129917
993;840;0.0002377284
993;967;14.3567597368
51;840;477.8
51;974;197.27
51;860;0.045
51;980;18.2
51;643;6.77
51;498;27.36
51;398;1.117
51;156;74.76
764;985;8.3779
498;752;2.048
643;826;97.0325
764;704;0.001459
764;643;0.4723
764;203;1.506
764;784;9.0331
764;156;5.1989
398;764;12.87
51;752;55.97
840;498;0.0574397055
991;967;227.5628699319
991;840;0.0037798227
990;840;0.0187613037
990;967;1139.2765593848
980;860;0.0024617
764;578;3.9743
989;967;55679.287305122
989;840;0.9221959337
988;967;347.7293274915
988;993;24.2435879346
988;840;0.0057638406
51;392;4.202
980;826;36.2106
978;643;0.0121464768
967;764;4.877E-7
998;764;0.0004877431
156;392;0.056251
398;643;6.05
978;826;1.1835720204
398;985;107.8
995;840;0.0061155478
566;978;478.0499
566;826;565.8341
990;993;78.6349600023
986;967;322009.33827081
986;840;5.3370820998
980;356;0.3509
987;840;0.001696858
995;967;368.5956505713
643;398;0.16494
980;764;0.7903
643;51;0.147624
156;356;0.085424
985;840;3.9664
156;360;0.000451
980;398;0.06144
348;840;309.67
1012;993;21.6226034047
986;993;22412.228111658
980;974;10.8465
102;993;10928961.748634
981;967;17458.100558659
981;993;1226.0160608104
981;840;0.2911674358
983;993;930.4056568664
983;967;13363.624214887
983;840;0.2214729056
984;967;1368.082632191
984;993;95.2966345993
984;840;0.0226982139
104;967;608624.20498463
104;993;42368.393178689
104;840;10.0934502088
103;967;937.4267635341
103;993;65.3103876172
103;840;0.0155396992
100;967;31112.424746823
100;993;2165.8358881173
100;840;0.515884829
101;967;165016.50165017
101;840;2.7374561887
982;840;0.7053678493
982;978;0.8154943935
982;967;42363.905952129
982;993;2960.8574643217
105;993;321.0788248515
105;967;4608.2949308756
105;840;0.0763966569
996;993;15964.240102171
997;993;22.5083331476
106;840;0.036302074
106;967;2297.3718066532
106;993;161.2903225806
764;752;3.8951
764;356;0.4438
107;967;2584313.2187621
107;993;179563.83943401
107;840;42.7682703913
108;967;43635.728934852
108;993;3018.7312272652
108;840;0.7241389174
643;974;29.0975
643;860;0.00660114
840;860;9.35454E-5
840;156;0.1561109637
840;974;0.4123031253
840;840;1
840;967;60581.526923461
840;398;0.0023362307
840;980;0.038078965
840;764;0.0300397546
840;643;0.0140964394
840;566;0.0024371816
840;51;0.0020936951
840;826;1.3685001375
840;978;1.1554041719
348;980;11.78
348;949;32.25
348;764;9.33
348;752;36.27
348;643;4.39
348;985;78.05
987;993;7.1263139141
348;578;36.98
348;458;74.75
348;392;2.7233
348;356;4.13
348;360;0.0219
1010;967;518134.71502591
109;826;0.0026831232
109;967;117.8828244725
978;356;0.0114701261
764;360;2.345
967;356;2.008E-7
998;356;0.0002007789
398;578;51.14
51;356;6.39
764;458;8.01
643;356;0.940643
840;356;0.0133460477
980;458;6.3466
156;458;1.5413
764;392;29.2421
643;392;0.620283
980;392;0.23085
974;392;0.021304
978;392;0.0075403408
109;980;7.41565E-5
967;392;1.45E-7
998;392;0.0001449527
156;826;8.8146
398;498;24.6
51;985;120.59
974;498;0.13891
978;458;0.2073742275
840;392;0.0087707748
110;967;29659.508838534
110;993;2068.8299732087
110;840;0.4903341652
348;826;426.48
111;967;58258.083309059
111;993;4040.8122032529
111;840;0.9630557373
1000;840;0.0406834823
1000;967;2446.8423499474
1007;967;9686.1681518791
348;978;360.8
643;985;17.7959
980;985;6.6217
974;985;0.6114
978;985;0.2163799632
967;985;4.1679E-6
998;985;0.0041679063
398;417;5.04
51;949;49.72
764;840;33.1805
985;764;0.1194
985;978;4.6208
985;826;5.4619
985;980;0.1509
985;392;0.034879
985;643;0.0562
985;356;0.053085
985;156;0.62
348;203;14.04
1001;967;15302218.821729
1001;840;253.9969596564
1001;993;1065530.1012254
840;985;0.2508025682
348;156;48.4
980;498;1.5001
1002;967;61481.709191516
1002;993;4279.0817090652
1002;840;1.0190480461
974;51;0.0050735
974;949;0.25234
978;949;0.0897722478
860;704;0.469
109;978;0.0022497188
398;156;66.77
51;978;556.73
985;949;0.4131
949;840;9.48985
949;978;11.00795
949;826;13.0362
949;392;8.34255
949;643;0.135465
949;156;1.48495
840;949;0.1041709529
1003;967;58105.752469495
1003;993;4044.0804772015
1003;840;0.9632412683
826;643;0.0103066857
1004;993;301.7911303587
1004;840;0.0718843516
1004;967;4341.3141157829
109;949;0.0002025522
998;203;0.0007445365
156;840;6.3907
109;643;2.74565E-5
109;566;2.29316E-5
643;752;8.27544
980;752;3.08
974;752;0.28378
978;752;0.1006360196
860;980;405.43
967;752;1.8339E-6
998;752;0.001833863
156;752;0.7505
398;356;5.7
51;826;658.98
985;752;0.4645
949;752;1.1021
752;156;1.3334
752;978;9.9449
752;826;11.7521
752;356;0.113839
752;392;0.075012
752;985;2.1531
752;643;0.120776
752;949;1
752;840;8.5195
840;752;0.1162675782
643;498;4.04369
993;104;2.36287E-5
989;104;0.0916096882
498;840;17.46
498;51;0.03653
498;978;20.3435
498;980;0.6651
498;826;24.0685
498;949;1.8179
498;974;7.2077
498;643;0.2469
498;356;0.23317
498;860;0.001635
