115;12;Dogecoin (DOGE);DOGE;996;0;1111111111111111111111111111101111111111111111111111111100000001111111111111111111110111110000000000101111000001101011111111111111111111111111111111111111111111110111111111111101111000100111001001111111111110101
116;198;Золотая Корона USD;USD ЗолКорона;840;4;1000001011100011100000000011000100000000000000000000000000000001100011000011000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
117;82;Payeer RUB;RUB Payeer;643;1;1011111111111111111111111111101111111111111111111111111100000001111111111111111111100101100000111100101110010011000011111111111111111111111111111111111111111111110111111111111101111000100111001001111111111100000
118;143;ПУМБ;UAH ПУМБ;980;3;1011111111111111111111111011001111101111110111111111111110001101111110111111111111100011100000110000000110000000001010100100111111111111101100100011111011101101110011111111101100111000000100000000000000010000000
119;182;Любой банк INR;INR Банк;356;3;1001001011011000110111111001001110000110000111111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
120;77;Advanced Cash EUR;EUR AdvCash;978;1;1011111111111111111111111111101111111111111111111111111100000001111111111111111111111111111000100110101110010001000011111111111111111111111111111111111111111111110111111111111101111100100111001001111111111110000
121;76;Advanced Cash RUB;RUB AdvCash;643;1;1011111111111111111111111111101111111111111111111111111100000001111111111111111111111101100000111110101110010011001011111111111111111111111111111111111111111111110111111111111101111000100111001001111111111110000
122;83;Payeer EUR;EUR Payeer;978;1;1001111111111111111111111111101111111111111111111111111100000001111111111111111111111001111110100100101100010001000011110101111111111111101111111111111111111111110111111111111101111000100100000001111110011100000
123;85;Skrill EUR;EUR Skrill;978;1;1001001111000110100000000000001110000100000000000000010010001001100110111011100010000000000000000000000000000000000010100100111111111111101111111101111011110100000000000000000000000000000000000000000000010100000
124;36;Verge (XVG);XVG;107;0;1001011111111110111111111111101111101111111111111111000000000001100110110011100011100000010000000000001001000000000010111111111111111111101000010000000001010000000000000000000000000000000000000001110110000000000
125;96;NixMoney EUR;EUR NixMoney;978;1;0000000000000000110000000000000000000000000000000000000000000001100000000001100010100000000000100000000000000000000010000100000100010100001111110001111000010100000000000000000000000000000000000000000000010000000
126;112;Binance RUB;RUB Binance;643;2;1001001111111101111111110000001110000100100011111111101100000001100110000011111111100000000000000000000100000000000010100101000000101000000000000000000001000000000000000000000000000000000000000000100000000000000
127;70;QIWI KZT;KZT QIWI;398;1;0000001000000000000000000000000000000000000000000000000000000001100010000011100011100000000000100100000000000000000010000000000000000000000000000001111000000100000000000000000100000000000000000000000000000000000
128;66;Perfect Money BTC;BTC PM;967;1;1001111111110110111111111011001111101111110011111111110000000001111111111111111111100001100000000000100110000000000010100100111110101111101111111111111111111111110111111011111101111000100100000000000000011100000
129;108;Exmo USD;USD Exmo;840;2;1001001111110110110000000000000110000100000000000000010000000001101110101011110011100011000000000000000000000000000010100100110110101010001110110000000011010000010000000001000000000000000000000000000000010000000
130;109;Exmo RUB;RUB Exmo;643;2;1001001111110110110000000000000110000100000000000000010000000001100110101011100011100000000000000000000000000000000010100100110110101010001000000000000011010000000000000001000000000000000000000000000000000000000
131;2;Bitcoin LN (BTC);BTC;967;0;1001001111110110111111010000001110000100110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
132;132;РНКБ;RUB РНКБ;643;3;1001111111111111111111111111101111111111111111111111101000000001101110100011111011100001100000110000001000000000000000000000000000000000001111111100000000010000000000000000010000000000000000000000000000010000000
133;34;Waves (WAVES);WAVES;106;0;1011111111111111111111111111101110111111111111111111110000000001111110111111111111110011110000000000001101000000001010111110111111111111101111111111111111111111110011111111111100111000000100000001110110011100000
134;40;Komodo (KMD);KMD;111;0;1011011111111110111111111111101111111111111111111111000000000001100110100011100011100000000000000000001001000000000010111110111111111111101000010000000001010000000000000000000000000000000000000001111110001000000
135;43;Ontology (ONT);ONT;1003;0;1011111111111111111111111111101111111111111111111111000000000001100110100011100011110000000000000000001001100000000010111110111111111111101000010000000001010000000000000000000000000000000000000001111110001000000
136;91;Neteller EUR;EUR Neteller;978;1;1001001111000110100000000000001110000100000000000000000000000001100110000010100010010000000000000000000000000000000010100100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000
